,Str1,Str2,Shared_norm,Strain1,Strain2
1657,gsA_R._leguminosarum_SM130B_GCF_004304475.1,gsA_R._leguminosarum_SM151A_GCF_004304175.1,0.8955664286481408,299,284
1658,gsA_R._leguminosarum_SM130B_GCF_004304475.1,gsA_R._leguminosarum_SM151B_GCF_004304085.1,0.8963152795741941,299,285
1638,gsA_R._leguminosarum_SM130B_GCF_004304475.1,gsA_R._leguminosarum_SM123_GCF_004304845.1,0.8960035505627733,299,286
1662,gsA_R._leguminosarum_SM130B_GCF_004304475.1,gsA_R._leguminosarum_SM154A_GCF_004303735.1,0.8942835360780794,299,287
1663,gsA_R._leguminosarum_SM130B_GCF_004304475.1,gsA_R._leguminosarum_SM154B_GCF_004303745.1,0.8942835360780794,299,288
1655,gsA_R._leguminosarum_SM130B_GCF_004304475.1,gsA_R._leguminosarum_SM146A_GCF_004303875.1,0.9093899789307833,299,289
1628,gsA_R._leguminosarum_SM130B_GCF_004304475.1,R._leguminosarum_9B_GCF_011604485.1,0.9075573590037119,299,290
1633,gsA_R._leguminosarum_SM130B_GCF_004304475.1,R._leguminosarum_T88_GCF_013426935.1,0.8816895163094676,299,291
1643,gsA_R._leguminosarum_SM130B_GCF_004304475.1,gsA_R._leguminosarum_SM131_GCF_004304285.1,0.8947922010203573,299,292
1639,gsA_R._leguminosarum_SM130B_GCF_004304475.1,gsA_R._leguminosarum_SM128A_GCF_004304705.1,0.8981240342092229,299,293
1640,gsA_R._leguminosarum_SM130B_GCF_004304475.1,gsA_R._leguminosarum_SM128B_GCF_004304555.1,0.8983465079307897,299,294
1646,gsA_R._leguminosarum_SM130B_GCF_004304475.1,gsA_R._leguminosarum_SM138A_GCF_004304455.1,0.9081314074701357,299,295
1630,gsA_R._leguminosarum_SM130B_GCF_004304475.1,R._leguminosarum_CC275e_GCF_000769405.2,0.9026851746167606,299,296
1649,gsA_R._leguminosarum_SM130B_GCF_004304475.1,gsA_R._leguminosarum_SM140B_GCF_004304635.1,0.9023728959462576,299,297
1654,gsA_R._leguminosarum_SM130B_GCF_004304475.1,gsA_R._leguminosarum_SM145C_GCF_004304065.1,0.9060639385258609,299,298
1642,gsA_R._leguminosarum_SM130B_GCF_004304475.1,gsA_R._leguminosarum_SM130B_GCF_004304475.1,1.0,299,299
1666,gsA_R._leguminosarum_SM130B_GCF_004304475.1,gsA_R._leguminosarum_SM155B_GCF_004303535.1,0.9660032108897234,299,300
1665,gsA_R._leguminosarum_SM130B_GCF_004304475.1,gsA_R._leguminosarum_SM155A_GCF_004303465.1,0.9660744463181711,299,301
1667,gsA_R._leguminosarum_SM130B_GCF_004304475.1,gsA_R._leguminosarum_SM155C_GCF_004303655.1,0.9659700084978228,299,302
1648,gsA_R._leguminosarum_SM130B_GCF_004304475.1,gsA_R._leguminosarum_SM140A_GCF_004304355.1,0.9298777656141105,299,303
1656,gsA_R._leguminosarum_SM130B_GCF_004304475.1,gsA_R._leguminosarum_SM146B_GCF_004303835.1,0.916637216134548,299,304
1641,gsA_R._leguminosarum_SM130B_GCF_004304475.1,gsA_R._leguminosarum_SM130A_GCF_004304365.1,0.9261315871593021,299,305
1668,gsA_R._leguminosarum_SM130B_GCF_004304475.1,gsA_R._leguminosarum_SM163A_GCF_004303275.1,0.9360463672668261,299,306
1644,gsA_R._leguminosarum_SM130B_GCF_004304475.1,gsA_R._leguminosarum_SM136A_GCF_004304335.1,0.9308315717934117,299,307
1664,gsA_R._leguminosarum_SM130B_GCF_004304475.1,gsA_R._leguminosarum_SM154C_GCF_004303365.1,0.9259793021398375,299,308
1669,gsA_R._leguminosarum_SM130B_GCF_004304475.1,gsA_R._leguminosarum_SM163B_GCF_004303255.1,0.9270064013404509,299,309
1652,gsA_R._leguminosarum_SM130B_GCF_004304475.1,gsA_R._leguminosarum_SM145A_GCF_004304245.1,0.938213791696723,299,310
1651,gsA_R._leguminosarum_SM130B_GCF_004304475.1,gsA_R._leguminosarum_SM144B_GCF_004303975.1,0.9382388215491788,299,311
1647,gsA_R._leguminosarum_SM130B_GCF_004304475.1,gsA_R._leguminosarum_SM138B_GCF_004304385.1,0.9343017393808544,299,312
1650,gsA_R._leguminosarum_SM130B_GCF_004304475.1,gsA_R._leguminosarum_SM144A_GCF_004303625.1,0.9377044165094677,299,313
1645,gsA_R._leguminosarum_SM130B_GCF_004304475.1,gsA_R._leguminosarum_SM137B_GCF_004304535.1,0.9410965541311773,299,314
1653,gsA_R._leguminosarum_SM130B_GCF_004304475.1,gsA_R._leguminosarum_SM145B_GCF_004303985.1,0.9283782785537449,299,315
1659,gsA_R._leguminosarum_SM130B_GCF_004304475.1,gsA_R._leguminosarum_SM152A_GCF_004303715.1,0.9420826987004329,299,316
1660,gsA_R._leguminosarum_SM130B_GCF_004304475.1,gsA_R._leguminosarum_SM152B_GCF_004303755.1,0.9420366526359139,299,317
1661,gsA_R._leguminosarum_SM130B_GCF_004304475.1,gsA_R._leguminosarum_SM152C_GCF_004303945.1,0.9421315122645366,299,318
2712,gsA_R._leguminosarum_SM155B_GCF_004303535.1,R._leguminosarum_SRDI943_GCF_000372105.1,0.8467492879929144,300,277
2709,gsA_R._leguminosarum_SM155B_GCF_004303535.1,R._leguminosarum_CB2179_GCF_004028055.1,0.8345018547476063,300,278
2716,gsA_R._leguminosarum_SM155B_GCF_004303535.1,R._leguminosarum_WSM409_GCF_004054165.1,0.8330224830141633,300,279
2714,gsA_R._leguminosarum_SM155B_GCF_004303535.1,R._leguminosarum_WSM1325_GCF_000023185.1,0.8292178668268655,300,280
2715,gsA_R._leguminosarum_SM155B_GCF_004303535.1,R._leguminosarum_WSM1328_GCF_004054135.1,0.8340139313333444,300,281
2711,gsA_R._leguminosarum_SM155B_GCF_004303535.1,R._leguminosarum_RCAM1365_GCA_014189635.1,0.8862437669775491,300,282
2717,gsA_R._leguminosarum_SM155B_GCF_004303535.1,R._leguminosarum_WSM78_GCF_004054145.1,0.863551842970869,300,283
2737,gsA_R._leguminosarum_SM155B_GCF_004303535.1,gsA_R._leguminosarum_SM151A_GCF_004304175.1,0.8827259958639391,300,284
2738,gsA_R._leguminosarum_SM155B_GCF_004303535.1,gsA_R._leguminosarum_SM151B_GCF_004304085.1,0.8837649994059641,300,285
2718,gsA_R._leguminosarum_SM155B_GCF_004303535.1,gsA_R._leguminosarum_SM123_GCF_004304845.1,0.8807331790246083,300,286
2742,gsA_R._leguminosarum_SM155B_GCF_004303535.1,gsA_R._leguminosarum_SM154A_GCF_004303735.1,0.8788679697416726,300,287
2743,gsA_R._leguminosarum_SM155B_GCF_004303535.1,gsA_R._leguminosarum_SM154B_GCF_004303745.1,0.8788679697416726,300,288
2735,gsA_R._leguminosarum_SM155B_GCF_004303535.1,gsA_R._leguminosarum_SM146A_GCF_004303875.1,0.8934540191733374,300,289
2708,gsA_R._leguminosarum_SM155B_GCF_004303535.1,R._leguminosarum_9B_GCF_011604485.1,0.8963843721205271,300,290
2713,gsA_R._leguminosarum_SM155B_GCF_004303535.1,R._leguminosarum_T88_GCF_013426935.1,0.8664567501690796,300,291
2723,gsA_R._leguminosarum_SM155B_GCF_004303535.1,gsA_R._leguminosarum_SM131_GCF_004304285.1,0.8813017478272149,300,292
2719,gsA_R._leguminosarum_SM155B_GCF_004303535.1,gsA_R._leguminosarum_SM128A_GCF_004304705.1,0.8833793007843778,300,293
2720,gsA_R._leguminosarum_SM155B_GCF_004303535.1,gsA_R._leguminosarum_SM128B_GCF_004304555.1,0.8835989310561081,300,294
2726,gsA_R._leguminosarum_SM155B_GCF_004303535.1,gsA_R._leguminosarum_SM138A_GCF_004304455.1,0.892018836815724,300,295
2710,gsA_R._leguminosarum_SM155B_GCF_004303535.1,R._leguminosarum_CC275e_GCF_000769405.2,0.8865377414193634,300,296
2729,gsA_R._leguminosarum_SM155B_GCF_004303535.1,gsA_R._leguminosarum_SM140B_GCF_004304635.1,0.9023370474590364,300,297
2734,gsA_R._leguminosarum_SM155B_GCF_004303535.1,gsA_R._leguminosarum_SM145C_GCF_004304065.1,0.8912822026244543,300,298
2722,gsA_R._leguminosarum_SM155B_GCF_004303535.1,gsA_R._leguminosarum_SM130B_GCF_004304475.1,0.9660032108897234,300,299
2746,gsA_R._leguminosarum_SM155B_GCF_004303535.1,gsA_R._leguminosarum_SM155B_GCF_004303535.1,1.0,300,300
2745,gsA_R._leguminosarum_SM155B_GCF_004303535.1,gsA_R._leguminosarum_SM155A_GCF_004303465.1,0.9993227537963161,300,301
2747,gsA_R._leguminosarum_SM155B_GCF_004303535.1,gsA_R._leguminosarum_SM155C_GCF_004303655.1,0.9986451901803319,300,302
2728,gsA_R._leguminosarum_SM155B_GCF_004303535.1,gsA_R._leguminosarum_SM140A_GCF_004304355.1,0.9258761510071211,300,303
2736,gsA_R._leguminosarum_SM155B_GCF_004303535.1,gsA_R._leguminosarum_SM146B_GCF_004303835.1,0.919419161024458,300,304
2721,gsA_R._leguminosarum_SM155B_GCF_004303535.1,gsA_R._leguminosarum_SM130A_GCF_004304365.1,0.9110672986142279,300,305
2748,gsA_R._leguminosarum_SM155B_GCF_004303535.1,gsA_R._leguminosarum_SM163A_GCF_004303275.1,0.9214729119638826,300,306
2724,gsA_R._leguminosarum_SM155B_GCF_004303535.1,gsA_R._leguminosarum_SM136A_GCF_004304335.1,0.9162725156188294,300,307
2744,gsA_R._leguminosarum_SM155B_GCF_004303535.1,gsA_R._leguminosarum_SM154C_GCF_004303365.1,0.9137502742222852,300,308
2749,gsA_R._leguminosarum_SM155B_GCF_004303535.1,gsA_R._leguminosarum_SM163B_GCF_004303255.1,0.9121165510470003,300,309
2732,gsA_R._leguminosarum_SM155B_GCF_004303535.1,gsA_R._leguminosarum_SM145A_GCF_004304245.1,0.9292081780702381,300,310
2731,gsA_R._leguminosarum_SM155B_GCF_004303535.1,gsA_R._leguminosarum_SM144B_GCF_004303975.1,0.9293368934025779,300,311
2727,gsA_R._leguminosarum_SM155B_GCF_004303535.1,gsA_R._leguminosarum_SM138B_GCF_004304385.1,0.9218344626978912,300,312
2730,gsA_R._leguminosarum_SM155B_GCF_004303535.1,gsA_R._leguminosarum_SM144A_GCF_004303625.1,0.9249512549723391,300,313
2725,gsA_R._leguminosarum_SM155B_GCF_004303535.1,gsA_R._leguminosarum_SM137B_GCF_004304535.1,0.9378098898640659,300,314
2733,gsA_R._leguminosarum_SM155B_GCF_004303535.1,gsA_R._leguminosarum_SM145B_GCF_004303985.1,0.913179564147095,300,315
2739,gsA_R._leguminosarum_SM155B_GCF_004303535.1,gsA_R._leguminosarum_SM152A_GCF_004303715.1,0.931106358824073,300,316
2740,gsA_R._leguminosarum_SM155B_GCF_004303535.1,gsA_R._leguminosarum_SM152B_GCF_004303755.1,0.9309252180526619,300,317
2741,gsA_R._leguminosarum_SM155B_GCF_004303535.1,gsA_R._leguminosarum_SM152C_GCF_004303945.1,0.9313166219290161,300,318
2670,gsA_R._leguminosarum_SM155A_GCF_004303465.1,R._leguminosarum_SRDI943_GCF_000372105.1,0.846963988377462,301,277
2667,gsA_R._leguminosarum_SM155A_GCF_004303465.1,R._leguminosarum_CB2179_GCF_004028055.1,0.8344146828777592,301,278
2674,gsA_R._leguminosarum_SM155A_GCF_004303465.1,R._leguminosarum_WSM409_GCF_004054165.1,0.833084341187483,301,279
2672,gsA_R._leguminosarum_SM155A_GCF_004303465.1,R._leguminosarum_WSM1325_GCF_000023185.1,0.8292799968046818,301,280
2673,gsA_R._leguminosarum_SM155A_GCF_004303465.1,R._leguminosarum_WSM1328_GCF_004054135.1,0.8340760613111606,301,281
2669,gsA_R._leguminosarum_SM155A_GCF_004303465.1,R._leguminosarum_RCAM1365_GCA_014189635.1,0.8866157411806506,301,282
2675,gsA_R._leguminosarum_SM155A_GCF_004303465.1,R._leguminosarum_WSM78_GCF_004054145.1,0.8639231309735604,301,283
2695,gsA_R._leguminosarum_SM155A_GCF_004303465.1,gsA_R._leguminosarum_SM151A_GCF_004304175.1,0.8830939770362869,301,284
2696,gsA_R._leguminosarum_SM155A_GCF_004303465.1,gsA_R._leguminosarum_SM151B_GCF_004304085.1,0.8838313423534755,301,285
2676,gsA_R._leguminosarum_SM155A_GCF_004303465.1,gsA_R._leguminosarum_SM123_GCF_004304845.1,0.8807993294439347,301,286
2700,gsA_R._leguminosarum_SM155A_GCF_004303465.1,gsA_R._leguminosarum_SM154A_GCF_004303735.1,0.8789340748602494,301,287
2701,gsA_R._leguminosarum_SM155A_GCF_004303465.1,gsA_R._leguminosarum_SM154B_GCF_004303745.1,0.879084654622946,301,288
2693,gsA_R._leguminosarum_SM155A_GCF_004303465.1,gsA_R._leguminosarum_SM146A_GCF_004303875.1,0.893519920438542,301,289
2666,gsA_R._leguminosarum_SM155A_GCF_004303465.1,R._leguminosarum_9B_GCF_011604485.1,0.8966039234318125,301,290
2671,gsA_R._leguminosarum_SM155A_GCF_004303465.1,R._leguminosarum_T88_GCF_013426935.1,0.8668258940360211,301,291
2681,gsA_R._leguminosarum_SM155A_GCF_004303465.1,gsA_R._leguminosarum_SM131_GCF_004304285.1,0.8812161853273237,301,292
2677,gsA_R._leguminosarum_SM155A_GCF_004303465.1,gsA_R._leguminosarum_SM128A_GCF_004304705.1,0.8832936429322575,301,293
2678,gsA_R._leguminosarum_SM155A_GCF_004303465.1,gsA_R._leguminosarum_SM128B_GCF_004304555.1,0.8835132728588124,301,294
2684,gsA_R._leguminosarum_SM155A_GCF_004303465.1,gsA_R._leguminosarum_SM138A_GCF_004304455.1,0.8919316208066754,301,295
2668,gsA_R._leguminosarum_SM155A_GCF_004303465.1,R._leguminosarum_CC275e_GCF_000769405.2,0.8866032576281979,301,296
2687,gsA_R._leguminosarum_SM155A_GCF_004303465.1,gsA_R._leguminosarum_SM140B_GCF_004304635.1,0.9024045682260324,301,297
2692,gsA_R._leguminosarum_SM155A_GCF_004303465.1,gsA_R._leguminosarum_SM145C_GCF_004304065.1,0.8913483870193428,301,298
2680,gsA_R._leguminosarum_SM155A_GCF_004303465.1,gsA_R._leguminosarum_SM130B_GCF_004304475.1,0.9660744463181711,301,299
2704,gsA_R._leguminosarum_SM155A_GCF_004303465.1,gsA_R._leguminosarum_SM155B_GCF_004303535.1,0.9993227537963161,301,300
2703,gsA_R._leguminosarum_SM155A_GCF_004303465.1,gsA_R._leguminosarum_SM155A_GCF_004303465.1,1.0,301,301
2705,gsA_R._leguminosarum_SM155A_GCF_004303465.1,gsA_R._leguminosarum_SM155C_GCF_004303655.1,0.9987203101480415,301,302
2686,gsA_R._leguminosarum_SM155A_GCF_004303465.1,gsA_R._leguminosarum_SM140A_GCF_004304355.1,0.925792605407429,301,303
2694,gsA_R._leguminosarum_SM155A_GCF_004303465.1,gsA_R._leguminosarum_SM146B_GCF_004303835.1,0.919337868826233,301,304
2679,gsA_R._leguminosarum_SM155A_GCF_004303465.1,gsA_R._leguminosarum_SM130A_GCF_004304365.1,0.9111350685353458,301,305
2706,gsA_R._leguminosarum_SM155A_GCF_004303465.1,gsA_R._leguminosarum_SM163A_GCF_004303275.1,0.9216946107330963,301,306
2682,gsA_R._leguminosarum_SM155A_GCF_004303465.1,gsA_R._leguminosarum_SM136A_GCF_004304335.1,0.9161885137888579,301,307
2702,gsA_R._leguminosarum_SM155A_GCF_004303465.1,gsA_R._leguminosarum_SM154C_GCF_004303365.1,0.9136678922687729,301,308
2707,gsA_R._leguminosarum_SM155A_GCF_004303465.1,gsA_R._leguminosarum_SM163B_GCF_004303255.1,0.9121847513252375,301,309
2690,gsA_R._leguminosarum_SM155A_GCF_004303465.1,gsA_R._leguminosarum_SM145A_GCF_004304245.1,0.9295810206284663,301,310
2689,gsA_R._leguminosarum_SM155A_GCF_004303465.1,gsA_R._leguminosarum_SM144B_GCF_004303975.1,0.9294067471581685,301,311
2685,gsA_R._leguminosarum_SM155A_GCF_004303465.1,gsA_R._leguminosarum_SM138B_GCF_004304385.1,0.921598218765645,301,312
2688,gsA_R._leguminosarum_SM155A_GCF_004303465.1,gsA_R._leguminosarum_SM144A_GCF_004303625.1,0.9248682248703586,301,313
2683,gsA_R._leguminosarum_SM155A_GCF_004303465.1,gsA_R._leguminosarum_SM137B_GCF_004304535.1,0.9378795510914717,301,314
2691,gsA_R._leguminosarum_SM155A_GCF_004303465.1,gsA_R._leguminosarum_SM145B_GCF_004303985.1,0.9132477757505195,301,315
2697,gsA_R._leguminosarum_SM155A_GCF_004303465.1,gsA_R._leguminosarum_SM152A_GCF_004303715.1,0.931175646320296,301,316
2698,gsA_R._leguminosarum_SM155A_GCF_004303465.1,gsA_R._leguminosarum_SM152B_GCF_004303755.1,0.9309944489229482,301,317
2699,gsA_R._leguminosarum_SM155A_GCF_004303465.1,gsA_R._leguminosarum_SM152C_GCF_004303945.1,0.9313858981000518,301,318
2750,gsA_R._leguminosarum_SM155C_GCF_004303655.1,R._anhuiense_S10_GCF_002531655.1,0.8330277950069886,302,5
2778,gsA_R._leguminosarum_SM155C_GCF_004303655.1,R._leguminosarum_Vh3_GCF_000373325.1,0.8466766851454264,302,21
2760,gsA_R._leguminosarum_SM155C_GCF_004303655.1,R._leguminosarum_FRF1H7_GCF_004330625.1,0.8406603086260656,302,25
2826,gsA_R._leguminosarum_SM155C_GCF_004303655.1,gsC_R._leguminosarum_SM92_GCF_004305315.1,0.8525932321160542,302,26
2784,gsA_R._leguminosarum_SM155C_GCF_004303655.1,R._ruizarguesonis_UPM1135_GCF_012412905.1,0.8305546612720365,302,77
2763,gsA_R._leguminosarum_SM155C_GCF_004303655.1,R._leguminosarum_JHI783_GCF_010668665.1,0.8354441141356143,302,81
2825,gsA_R._leguminosarum_SM155C_GCF_004303655.1,gsC_R._leguminosarum_SM84_GCF_004306055.1,0.8493346809960638,302,103
2823,gsA_R._leguminosarum_SM155C_GCF_004303655.1,gsC_R._leguminosarum_SM42_GCF_004306325.1,0.8428787152605781,302,152
2824,gsA_R._leguminosarum_SM155C_GCF_004303655.1,gsC_R._leguminosarum_SM43_GCF_004306775.1,0.8451698025563541,302,165
2767,gsA_R._leguminosarum_SM155C_GCF_004303655.1,R._leguminosarum_RCAM0626_GCA_014189575.1,0.8260917162368048,302,168
2782,gsA_R._leguminosarum_SM155C_GCF_004303655.1,R._leguminosarum_WSM448_GCF_004028185.1,0.8445555703431715,302,195
2827,gsA_R._leguminosarum_SM155C_GCF_004303655.1,gsE_R._leguminosarum_SM149A_GCF_004304155.1,0.8329323542036067,302,206
2776,gsA_R._leguminosarum_SM155C_GCF_004303655.1,R._leguminosarum_UPM1137_GCF_000427705.1,0.8322654286736417,302,227
2773,gsA_R._leguminosarum_SM155C_GCF_004303655.1,R._leguminosarum_SEMIA_499_GCF_014198835.1,0.8323710933695609,302,233
2772,gsA_R._leguminosarum_SM155C_GCF_004303655.1,R._leguminosarum_SEMIA_488_GCF_014206965.1,0.8258055555013656,302,239
2758,gsA_R._leguminosarum_SM155C_GCF_004303655.1,R._leguminosarum_CZP1G4_GCF_004330845.1,0.8328669894808679,302,240
2753,gsA_R._leguminosarum_SM155C_GCF_004303655.1,R._leguminosarum_128C53_GCF_000373425.1,0.815052869565773,302,260
2777,gsA_R._leguminosarum_SM155C_GCF_004303655.1,R._leguminosarum_UPM791_GCF_002948295.1,0.8178786046132047,302,261
2762,gsA_R._leguminosarum_SM155C_GCF_004303655.1,R._leguminosarum_JHI1084_GCF_010668425.1,0.8176610711814443,302,262
2771,gsA_R._leguminosarum_SM155C_GCF_004303655.1,R._leguminosarum_SEMIA_459_GCF_014198415.1,0.8417003333195996,302,265
2774,gsA_R._leguminosarum_SM155C_GCF_004303655.1,R._leguminosarum_SRDI943_GCF_000372105.1,0.8471298288628066,302,277
2755,gsA_R._leguminosarum_SM155C_GCF_004303655.1,R._leguminosarum_CB2179_GCF_004028055.1,0.8347296942689519,302,278
2781,gsA_R._leguminosarum_SM155C_GCF_004303655.1,R._leguminosarum_WSM409_GCF_004054165.1,0.8333939115758772,302,279
2779,gsA_R._leguminosarum_SM155C_GCF_004303655.1,R._leguminosarum_WSM1325_GCF_000023185.1,0.8295909274437756,302,280
2780,gsA_R._leguminosarum_SM155C_GCF_004303655.1,R._leguminosarum_WSM1328_GCF_004054135.1,0.8343869919502545,302,281
2768,gsA_R._leguminosarum_SM155C_GCF_004303655.1,R._leguminosarum_RCAM1365_GCA_014189635.1,0.8867903836166504,302,282
2783,gsA_R._leguminosarum_SM155C_GCF_004303655.1,R._leguminosarum_WSM78_GCF_004054145.1,0.8642413729601648,302,283
2805,gsA_R._leguminosarum_SM155C_GCF_004303655.1,gsA_R._leguminosarum_SM151A_GCF_004304175.1,0.8828221257924043,302,284
2806,gsA_R._leguminosarum_SM155C_GCF_004303655.1,gsA_R._leguminosarum_SM151B_GCF_004304085.1,0.8964217935875741,302,285
2786,gsA_R._leguminosarum_SM155C_GCF_004303655.1,gsA_R._leguminosarum_SM123_GCF_004304845.1,0.880526969822482,302,286
2810,gsA_R._leguminosarum_SM155C_GCF_004303655.1,gsA_R._leguminosarum_SM154A_GCF_004303735.1,0.8789636262862074,302,287
2811,gsA_R._leguminosarum_SM155C_GCF_004303655.1,gsA_R._leguminosarum_SM154B_GCF_004303745.1,0.8789636262862074,302,288
2803,gsA_R._leguminosarum_SM155C_GCF_004303655.1,gsA_R._leguminosarum_SM146A_GCF_004303875.1,0.8935425069157581,302,289
2754,gsA_R._leguminosarum_SM155C_GCF_004303655.1,R._leguminosarum_9B_GCF_011604485.1,0.89616830979284,302,290
2775,gsA_R._leguminosarum_SM155C_GCF_004303655.1,R._leguminosarum_T88_GCF_013426935.1,0.8671483301289494,302,291
2791,gsA_R._leguminosarum_SM155C_GCF_004303655.1,gsA_R._leguminosarum_SM131_GCF_004304285.1,0.8810913714411377,302,292
2787,gsA_R._leguminosarum_SM155C_GCF_004303655.1,gsA_R._leguminosarum_SM128A_GCF_004304705.1,0.8834720920417349,302,293
2788,gsA_R._leguminosarum_SM155C_GCF_004303655.1,gsA_R._leguminosarum_SM128B_GCF_004304555.1,0.8832366467517048,302,294
2794,gsA_R._leguminosarum_SM155C_GCF_004303655.1,gsA_R._leguminosarum_SM138A_GCF_004304455.1,0.8916487293234665,302,295
2756,gsA_R._leguminosarum_SM155C_GCF_004303655.1,R._leguminosarum_CC275e_GCF_000769405.2,0.8866245033895346,302,296
2797,gsA_R._leguminosarum_SM155C_GCF_004303655.1,gsA_R._leguminosarum_SM140B_GCF_004304635.1,0.9025910611228378,302,297
2802,gsA_R._leguminosarum_SM155C_GCF_004303655.1,gsA_R._leguminosarum_SM145C_GCF_004304065.1,0.8910692866355039,302,298
2790,gsA_R._leguminosarum_SM155C_GCF_004303655.1,gsA_R._leguminosarum_SM130B_GCF_004304475.1,0.9659700084978228,302,299
2814,gsA_R._leguminosarum_SM155C_GCF_004303655.1,gsA_R._leguminosarum_SM155B_GCF_004303535.1,0.9986451901803319,302,300
2813,gsA_R._leguminosarum_SM155C_GCF_004303655.1,gsA_R._leguminosarum_SM155A_GCF_004303465.1,0.9987203101480415,302,301
2815,gsA_R._leguminosarum_SM155C_GCF_004303655.1,gsA_R._leguminosarum_SM155C_GCF_004303655.1,1.0,302,302
2796,gsA_R._leguminosarum_SM155C_GCF_004303655.1,gsA_R._leguminosarum_SM140A_GCF_004304355.1,0.925832124662197,302,303
2804,gsA_R._leguminosarum_SM155C_GCF_004303655.1,gsA_R._leguminosarum_SM146B_GCF_004303835.1,0.9195335635363435,302,304
2789,gsA_R._leguminosarum_SM155C_GCF_004303655.1,gsA_R._leguminosarum_SM130A_GCF_004304365.1,0.9113219058229184,302,305
2816,gsA_R._leguminosarum_SM155C_GCF_004303655.1,gsA_R._leguminosarum_SM163A_GCF_004303275.1,0.921572319939068,302,306
2792,gsA_R._leguminosarum_SM155C_GCF_004303655.1,gsA_R._leguminosarum_SM136A_GCF_004304335.1,0.9160729676256171,302,307
2812,gsA_R._leguminosarum_SM155C_GCF_004303655.1,gsA_R._leguminosarum_SM154C_GCF_004303365.1,0.9132559522563598,302,308
2817,gsA_R._leguminosarum_SM155C_GCF_004303655.1,gsA_R._leguminosarum_SM163B_GCF_004303255.1,0.9212282596055347,302,309
2800,gsA_R._leguminosarum_SM155C_GCF_004303655.1,gsA_R._leguminosarum_SM145A_GCF_004304245.1,0.9294728239218917,302,310
2799,gsA_R._leguminosarum_SM155C_GCF_004303655.1,gsA_R._leguminosarum_SM144B_GCF_004303975.1,0.9392814344949937,302,311
2795,gsA_R._leguminosarum_SM155C_GCF_004303655.1,gsA_R._leguminosarum_SM138B_GCF_004304385.1,0.9216361272720011,302,312
2798,gsA_R._leguminosarum_SM155C_GCF_004303655.1,gsA_R._leguminosarum_SM144A_GCF_004303625.1,0.9249091153879271,302,313
2793,gsA_R._leguminosarum_SM155C_GCF_004303655.1,gsA_R._leguminosarum_SM137B_GCF_004304535.1,0.9379231067617873,302,314
2801,gsA_R._leguminosarum_SM155C_GCF_004303655.1,gsA_R._leguminosarum_SM145B_GCF_004303985.1,0.9129824083832125,302,315
2807,gsA_R._leguminosarum_SM155C_GCF_004303655.1,gsA_R._leguminosarum_SM152A_GCF_004303715.1,0.9310656189947284,302,316
2808,gsA_R._leguminosarum_SM155C_GCF_004303655.1,gsA_R._leguminosarum_SM152B_GCF_004303755.1,0.931036207812499,302,317
2809,gsA_R._leguminosarum_SM155C_GCF_004303655.1,gsA_R._leguminosarum_SM152C_GCF_004303945.1,0.9312756363365073,302,318
2765,gsA_R._leguminosarum_SM155C_GCF_004303655.1,R._leguminosarum_L144_GCF_012276225.1,0.8318225469196037,302,338
2752,gsA_R._leguminosarum_SM155C_GCF_004303655.1,R._laguerreae_SS21_GCF_012275795.1,0.8174200040587246,302,344
2751,gsA_R._leguminosarum_SM155C_GCF_004303655.1,R._laguerreae_SP4_GCF_012275785.1,0.817020576226474,302,348
2766,gsA_R._leguminosarum_SM155C_GCF_004303655.1,R._leguminosarum_L563_GCF_012276025.1,0.8299849612483247,302,359
2759,gsA_R._leguminosarum_SM155C_GCF_004303655.1,R._leguminosarum_FRF1D12_GCF_004330655.1,0.835303700479302,302,365
2785,gsA_R._leguminosarum_SM155C_GCF_004303655.1,R._sp._PEPV16_PEPV16_GCF_008919455.1,0.8234134839299916,302,370
2761,gsA_R._leguminosarum_SM155C_GCF_004303655.1,R._leguminosarum_FWPou38_GCF_013391705.1,0.827772253793019,302,377
2819,gsA_R._leguminosarum_SM155C_GCF_004303655.1,gsB_R._leguminosarum_SM12_GCF_004306015.1,0.8589393824220466,302,386
2770,gsA_R._leguminosarum_SM155C_GCF_004303655.1,R._leguminosarum_RSP1E6_GCF_004330085.1,0.8565146093446727,302,388
2820,gsA_R._leguminosarum_SM155C_GCF_004303655.1,gsB_R._leguminosarum_SM13_GCF_004307165.1,0.8589513356523931,302,395
2757,gsA_R._leguminosarum_SM155C_GCF_004303655.1,R._leguminosarum_CCBAU65264_GCF_012276485.1,0.8493768058535534,302,399
2769,gsA_R._leguminosarum_SM155C_GCF_004303655.1,R._leguminosarum_RSF2G1_GCF_004330135.1,0.8489171559617787,302,414
2821,gsA_R._leguminosarum_SM155C_GCF_004303655.1,gsB_R._leguminosarum_SM22_GCF_004306805.1,0.8591639095582364,302,416
2822,gsA_R._leguminosarum_SM155C_GCF_004303655.1,gsB_R._leguminosarum_SM39_GCF_004306715.1,0.8612447353896765,302,417
2818,gsA_R._leguminosarum_SM155C_GCF_004303655.1,gsB_R._leguminosarum_SM10_GCF_004322895.1,0.857368123150795,302,429
2764,gsA_R._leguminosarum_SM155C_GCF_004303655.1,R._leguminosarum_JHI960_GCA_010668545.1,0.8362397185081617,302,438
